clean_names,median_age_male,total_population,male,employed,unemployed,white,black,asian,median_income,harrys_orders_last_month
"Lynchburg, VA",38.6,255440,0.4814437833,0.5545616148,0.0468824665,0.7826338866,0.1708033198,0.0148841215,46913,47.5284938799
"Duluth, MN-WI",39.4,279894,0.5032690947,0.575179745,0.0485887895,0.9244928437,0.0145555103,0.0092820854,47574,103.8351206404
"Laredo, TX",26.7,259471,0.4863780538,0.5430945949,0.038919649,0.9387291836,0.0038655572,0.0058542188,38679,56.0199066088
"Amarillo, TX",33.5,257038,0.5015639711,0.6223019021,0.0329620588,0.8487188665,0.0592830632,0.0284471557,49553,60.693890473
"Tuscaloosa, AL",31.4,233692,0.4823870736,0.524281918,0.0524917155,0.6391147322,0.332737107,0.0121655855,43567,87.6563102253
"Champaign-Urbana, IL",29.3,234672,0.4987940615,0.5991653582,0.0457503512,0.7723162542,0.1090500784,0.083887298,48182,74.4615517569
"Binghamton, NY",38.6,249261,0.4911438211,0.5480635057,0.0500492784,0.8937820197,0.0413783143,0.0316736272,48290,79.9022541745
"Macon, GA",35.7,231956,0.4796599355,0.4964519455,0.0673275734,0.5275957509,0.4389280726,0.0131792236,39609,58.4023855065
"College Station-Bryan, TX",25.5,235316,0.5060556868,0.5736322005,0.0494618923,0.7482194156,0.1170893607,0.0477060633,39915,84.0497602978
"Chico, CA",35.1,221578,0.4952883409,0.4857425852,0.0733120563,0.8352679418,0.014658495,0.0423507749,43165,47.4048013868
"Topeka, KS",38.5,234195,0.4888661158,0.6065957633,0.0461254814,0.8486474946,0.0622771622,0.0092956724,50797,47.6451837076
"Gallup, NM",28.8,73082,0.4871651022,0.4201034793,0.0678989202,0.166580006,0.0061301004,0.0089214855,29812,25.39104312
"Barnstable Town, MA",49,215167,0.4765647148,0.5470153583,0.0472294957,0.9307793481,0.0250224244,0.0133105913,61597,50.476372009
"Sioux Falls, SD",34,238294,0.4996181188,0.7185213498,0.0294747188,0.8953519602,0.0329592856,0.0157200769,57356,90.3260886369
"Appleton, WI",36.9,228641,0.4995954356,0.6785043586,0.0320094178,0.9178056429,0.0095914556,0.02846821,60413,61.8516630802
"Burlington-South Burlington, VT",36.4,213891,0.4900393191,0.6652432021,0.0407023689,0.9283233049,0.0167795746,0.0228387356,62175,44.4839591269
"Rochester, MN",36.9,210004,0.4924239538,0.6838531773,0.0319075924,0.8942543952,0.0369850098,0.0404516104,64210,43.2707686155
"Yuba City, CA",32.5,168126,0.5013085424,0.4901490843,0.0889144677,0.6922724623,0.0255938998,0.11332572,48546,50.5501668283
"Yuma, AZ",32.2,201453,0.5088432538,0.4598087934,0.0709916396,0.768750031,0.0204663122,0.012052439,41380,42.1822712824
"Springfield, IL",38,211466,0.4802947046,0.6149383179,0.0534379337,0.8389291896,0.1176075587,0.0159836569,55842,75.8782170579
"Warner Robins, GA",33.5,184652,0.4828542339,0.5428069469,0.0649898963,0.5991757468,0.3193737409,0.021906072,51404,68.2216238175
"Bellingham, WA",35.5,204855,0.4954431183,0.5765555801,0.0569241865,0.8621073442,0.0089624368,0.0392179835,53025,40.970020999
"Houma-Thibodaux, LA",34.9,209402,0.4947230685,0.5623908153,0.0415223641,0.7498638981,0.1636994871,0.008743947,50138,75.9783807085
"El Centro, CA",30.9,177026,0.5125574774,0.4387649826,0.0968365954,0.6825325093,0.0294024607,0.0148170325,41772,67.4144532695
"Tyler, TX",34.3,214735,0.4833119892,0.5739882589,0.0476727853,0.765683284,0.179276783,0.0135655575,46669,44.7061039861
"Hilton Head Island-Bluffton-Beaufort, SC",38.5,194495,0.4973803954,0.5068849101,0.0467086463,0.6963623744,0.222103396,0.0108743155,53863,66.9719531086
"Farmington, NM",32.8,127358,0.4958385025,0.5390996872,0.0530395757,0.5295858917,0.0057397258,0.0036903846,48824,46.9624553384
"Florence, SC",37.2,206219,0.4694329814,0.5126016712,0.0862245591,0.5560932795,0.4123868315,0.0092522997,40673,62.8546311465
"Bloomington, IL",32.6,188851,0.4883850231,0.6464691851,0.0426724109,0.8513219416,0.0718238188,0.0421284505,61173,46.2932415583
"Charleston, WV",40.9,225248,0.4834138372,0.5315173738,0.0418631046,0.9025651726,0.0363732419,0.0087237179,45692,67.9388416516
"Kapaa, HI",40.3,68745,0.5025529129,0.5927991426,0.0387109666,0.3360680777,0.0062986399,0.3527529275,62946,25.6773171328
"Torrington, CT",44.4,187542,0.4916232097,0.6381364483,0.0527268964,0.9348679229,0.0157777991,0.0178253405,72068,44.9730082113
"Lumberton, NC",33.5,134913,0.4848680261,0.4556338643,0.0678118911,0.3078280077,0.2409701067,0.007931037,30581,35.4430198645
"Athens-Clarke County, GA",30.2,196287,0.4812952462,0.5357238543,0.050219633,0.7325548814,0.1940118296,0.0342457728,41624,56.7884928347
"Longview, TX",35.6,216746,0.5014948373,0.5523928831,0.0399690364,0.7741365469,0.1752327609,0.0100763105,46615,70.0686888892
"Napa, CA",39.3,139253,0.4976625279,0.6014618368,0.0550601355,0.7722849777,0.0214860721,0.0744113233,70925,33.6364268634
"Racine, WI",38.3,195039,0.4949984362,0.5919759986,0.061761803,0.8075000385,0.1095934659,0.0119360743,55055,54.8614641496
"Dover, DE",35,167477,0.4817975006,0.5627190605,0.0595615355,0.6780811694,0.2426183894,0.0204445984,55169,38.9637323386
"Claremont-Lebanon, NH-VT",43,217906,0.4916110617,0.6094107174,0.0373769123,0.950588786,0.00647068,0.016993566,54733,55.0182045819
"Las Cruces, NM",31,212942,0.4913544533,0.5405967738,0.0749822534,0.892360361,0.0166148529,0.0112378018,38426,63.7376999716
"Fargo, ND-MN",31.2,218290,0.5021164506,0.7187851196,0.0295291392,0.9106830363,0.0254477988,0.021242384,53634,63.6810503459
"Flagstaff, AZ",30.7,135817,0.494533085,0.5901713255,0.0632211406,0.6233902972,0.0147919627,0.0156092389,48540,33.8494835247
"Lafayette-West Lafayette, IN",27.9,207013,0.508552603,0.5805310367,0.0474276049,0.8735538348,0.0381135484,0.059358591,45364,65.0136854352
"Saginaw, MI",38.1,197727,0.4841169896,0.5112024913,0.070689078,0.7558704679,0.1850177265,0.01161197,43566,45.1917054579
"Lake Charles, LA",34.9,201656,0.4878505971,0.5614551478,0.0544342508,0.7183222914,0.2428293728,0.0120551831,44644,57.6602479954
"Prescott, AZ",49.1,213689,0.4894730192,0.4515539305,0.0552502459,0.9191394971,0.0055594813,0.0083439017,44000,80.4682328437
"California-Lexington Park, MD",35.6,108472,0.4981101114,0.6322191703,0.0363024531,0.7904067409,0.1434379379,0.0245962092,88190,41.2289188083
"Show Low, AZ",34.4,107489,0.4989068649,0.400207329,0.0992556141,0.4919108002,0.0055912698,0.0052563518,36591,30.5661398659
"Jacksonville, NC",24.5,182921,0.5403589528,0.4246991179,0.0596550123,0.7457044298,0.1596645546,0.0195166219,46141,70.3172675535
"Medford, OR",41.8,206583,0.4879830383,0.5138531235,0.072639485,0.9161983319,0.007144828,0.0099911416,44086,63.1990317803
"Gainesville, GA",34.1,185318,0.4994280102,0.5824076319,0.0587434226,0.822035636,0.0754432921,0.0171489008,51036,68.9440117605
"Greenville, NC",30.3,172438,0.4716013872,0.5804413436,0.079735686,0.5859497327,0.3409167353,0.0167016551,42011,55.2041084423
"Midland, TX",31.5,151483,0.4963263204,0.6701999242,0.0270677487,0.8269244734,0.0632018114,0.0144636692,66689,57.1939577659
"Elkhart-Goshen, IN",34.1,199544,0.493565329,0.6069656405,0.058158612,0.8619853265,0.0575913082,0.0101731949,46983,57.4989084672
"Kingston, NY",41.9,181598,0.4977532792,0.5660902261,0.0639525279,0.8714523288,0.0571647265,0.0183537264,58592,55.8423144988
"Madera, CA",31.8,152452,0.48179099,0.4590158206,0.0483091787,0.8253745441,0.035302915,0.0218757379,45490,52.7478687473
"East Stroudsburg, PA",40.2,168342,0.4938755628,0.5512860923,0.0873179349,0.7895237077,0.1363890176,0.020363308,57748,32.4637148027
"Vineland-Bridgeton, NJ",35.4,157429,0.5153624809,0.5030302543,0.0773378834,0.6155092137,0.2083605943,0.0127740124,50603,55.8435731904
"Daphne-Fairhope-Foley, AL",40.7,191205,0.4875866217,0.546558572,0.0514038566,0.8664679271,0.0936534086,0.0065688659,50183,62.7808250991
"Redding, CA",40.1,178520,0.4912166704,0.4699556848,0.0653995292,0.8713813578,0.0098532377,0.0249943984,44556,41.1579700697
"Panama City, FL",38.7,188769,0.5026143064,0.534820869,0.059803896,0.8183388162,0.1109875032,0.0193781818,46742,47.9145144463
"St. Cloud, MN",33.1,190708,0.5027791178,0.6718630901,0.0478747026,0.9211884137,0.0331763744,0.0178073285,54985,47.5734536148
"Lake Havasu City-Kingman, AZ",47.8,202482,0.5026520876,0.4014103397,0.0669225863,0.8930966703,0.0108305923,0.0116800506,38456,70.3454221562
"Columbia, MO",29.3,168268,0.4837639955,0.6501214628,0.0385106399,0.8251658069,0.0872655526,0.0400492072,49059,35.3819029978
"Monroe, LA",34,177908,0.4810070373,0.5338064319,0.0457417493,0.6160712278,0.3561503699,0.0079310655,38406,62.9530183895
"Pueblo, CO",37.4,160757,0.4924700013,0.5150838077,0.0645907515,0.7861928252,0.0209881996,0.007358933,41974,30.5470521646
"Albany, GA",34.2,156706,0.4758783965,0.4929129065,0.0869618868,0.4417380317,0.526450806,0.0094444374,36805,39.8409308555
"Blacksburg-Christiansburg-Radford, VA",30.9,179908,0.506336572,0.5370262657,0.0378660637,0.8965526825,0.04530649,0.0354681282,44564,44.5708875409
"Johnson City, TN",40.3,200271,0.4871299389,0.5283794035,0.0429347331,0.9395219478,0.0280719625,0.0092774291,39084,49.4476116324
"Arecibo, PR",37.2,195749,0.482674241,0.3328486434,0.0696239102,0.8666813113,0.0282351379,0.0054815095,17566,52.7279533327
"Iowa City, IA",30.2,158708,0.4982798599,0.6781608307,0.0266350191,0.862886559,0.0454041384,0.0501171964,55030,45.1911954295
"Santa Fe, NM",42.1,146361,0.4873087776,0.5791473371,0.0571324055,0.8338560136,0.0074951661,0.0114443055,52958,44.4676517521
"Sioux City, IA-NE-SD",35.6,168824,0.4930756291,0.6610776216,0.0365405774,0.8591906364,0.0236577738,0.0207434962,49843,52.3759650444
"Abilene, TX",32.8,167171,0.5060147992,0.5326478967,0.0367241484,0.8234203301,0.0790986475,0.0145778873,44249,51.6181504919
"Odessa, TX",30.1,144932,0.4992617227,0.6331374853,0.0355534665,0.8454654597,0.0429649767,0.0081762482,54903,29.4118338613
"Hanford-Corcoran, CA",32.1,151390,0.5563973842,0.4477437497,0.0740454326,0.7062685778,0.0650175045,0.0365281723,47341,37.9171265922
"Burlington, NC",37.7,153713,0.4761340941,0.5703217044,0.0596936772,0.7048005048,0.1798481586,0.0130958344,42592,40.5681580989
"Rocky Mount, NC",38.5,150953,0.4759362186,0.5200627064,0.0867132517,0.4905500388,0.4483713474,0.0053857823,39763,40.1993312838
"Waterloo-Cedar Falls, IA",34.8,168831,0.4888497965,0.6240171656,0.048888203,0.8831494216,0.0740029971,0.0144345529,49897,49.0446067009
"Mayagüez, PR",35.4,102448,0.4772762767,0.3107359908,0.0838025603,0.5078966891,0.0387318444,0.0013567859,16333,34.7168163335
"Lawton, OK",30.6,131804,0.5168204303,0.5003366806,0.0519171278,0.6517480501,0.1614822008,0.019657977,46283,29.2142209322
"Concord, NH",41.2,146880,0.4917347495,0.6314190367,0.0403529744,0.9508578431,0.0109204793,0.0169253813,65226,31.1718732811
"Bloomington, IN",28.8,162422,0.4976050042,0.5612095465,0.0465143255,0.8845476598,0.0263695805,0.05224046,42416,34.3392147644
"Muskegon, MI",38,171328,0.4958500654,0.5072035217,0.0829294322,0.8083208816,0.1362766156,0.006163616,41842,65.1357902161
"St. George, UT",32.7,144844,0.493952114,0.5167859984,0.0534793392,0.928412637,0.00470161,0.0069315954,49498,36.9318587892
"Elizabethtown-Fort Knox, KY",34.5,150917,0.4986383244,0.5296167844,0.0573667309,0.8338888263,0.1001610157,0.0168834525,48617,39.6254176205
"State College, PA",28.6,156240,0.5209037378,0.5467005678,0.030392433,0.8878776242,0.0353558628,0.0545506912,50295,43.1807525597
"Bend-Redmond, OR",40.5,163141,0.4931439675,0.5470878006,0.0666625997,0.9325184963,0.0037942639,0.0121489999,49584,50.9720278226
"Auburn-Opelika, AL",29,147790,0.493321605,0.5617719924,0.0517488978,0.705920563,0.2310169836,0.0309019555,43641,56.6800202353
"Billings, MT",37.9,162892,0.4907607495,0.6476948374,0.0304278357,0.9099526066,0.0063416251,0.0074405127,51481,54.8698289847
"Fairbanks, AK",29.9,99319,0.5319425286,0.6036576654,0.0537089714,0.7728128555,0.0451373856,0.0268327309,70408,34.4456869495
"Joplin, MO",35.5,175679,0.4900414961,0.5924804385,0.0469991011,0.9093460231,0.0184028825,0.0109517928,41562,54.8396041611
"Bowling Green, KY",33.9,162322,0.4900013553,0.5695629677,0.0603072123,0.8645285297,0.071185668,0.0204778157,43396,55.8567405073
"Hattiesburg, MS",31.6,146370,0.4804468129,0.5485459785,0.0670683783,0.6770444763,0.2881874701,0.0105007857,41702,28.9669956495
"Alexandria, LA",35.5,154562,0.4942094435,0.4963665926,0.0478315692,0.6629184405,0.2975634373,0.0127521642,41032,53.4381216285
"Janesville-Beloit, WI",37.6,160465,0.4910603558,0.5993240019,0.0625337999,0.9028136977,0.0351478516,0.0110304428,49645,39.2360537117
"Oshkosh-Neenah, WI",36.9,168413,0.5026630961,0.6246971771,0.0379416092,0.9263299151,0.0182705611,0.0228189035,51949,55.6550192419
"Niles-Benton Harbor, MI",39.8,155992,0.4878519411,0.5431251154,0.0644327206,0.7806041335,0.1504884866,0.0181547772,44701,39.7269833884
"Sierra Vista-Douglas, AZ",37.3,130807,0.5104313989,0.4355811745,0.044665893,0.7978166306,0.039355692,0.0173232319,45974,36.8682144351
"Lebanon, PA",39.7,135184,0.4880311279,0.5966989027,0.050139483,0.8854450231,0.0188631791,0.0105781749,56173,34.3338581588
"Monroe, MI",40.6,150851,0.4929831423,0.5574441584,0.0616042514,0.9464106966,0.0229497981,0.0056943607,54911,51.3319178654
"Decatur, AL",38.1,153579,0.4900930466,0.5341102806,0.0657290847,0.8165764851,0.1182713782,0.0051178872,44273,28.5089320537
"Valdosta, GA",30,142655,0.4906172234,0.5079713931,0.0792815838,0.5960323858,0.3427780309,0.0134800743,36289,38.7270133001
"Chambersburg-Waynesboro, PA",39.7,151517,0.4895160279,0.5868558266,0.0452636569,0.9310572411,0.0369859488,0.0090286898,53394,36.124400789
"Punta Gorda, FL",55.8,163151,0.4860650563,0.3815531551,0.0549415412,0.9057989225,0.0577624409,0.0124485906,44265,55.5418307261
"Terre Haute, IN",36.3,172240,0.5077798421,0.5297262051,0.047263842,0.9091558291,0.0481653507,0.0124535532,42780,34.1008742663
"Dunn, NC",32.6,121789,0.4920066673,0.494946515,0.0695687329,0.6880260122,0.2100436,0.0123902816,44417,23.2622662439
"Ithaca, NY",28.4,103179,0.4926874655,0.5537169672,0.0342957857,0.8158636932,0.0442531911,0.098731331,52836,24.1699033049
"Wichita Falls, TX",33.1,151202,0.5138688642,0.534255441,0.0366243227,0.8281636486,0.0924194124,0.0186373196,45892,36.9878977515
"Eau Claire, WI",35.4,163658,0.5016008994,0.6404335675,0.0415137095,0.9395446602,0.0097520439,0.0240684843,49537,44.0750066596
"Los Alamos, NM",42.1,17974,0.5071213976,0.6227411732,0.0236308034,0.8778235229,0.0049515968,0.0626460443,105989,3.4957603812
"Mount Vernon-Anacortes, WA",39.6,118364,0.4956236694,0.5363756824,0.0525149732,0.867696259,0.0064293197,0.0173870434,54917,31.1801197087
"Goldsboro, NC",34.6,124093,0.4911155343,0.5240742078,0.0767755308,0.5675259684,0.3147881025,0.0103631953,41172,40.9718717956
"Texarkana, TX-AR",36.3,149457,0.5010939601,0.5140847466,0.0483185058,0.7055942512,0.2415209726,0.0060418716,41818,50.8627188848
"New Bern, NC",34.9,127820,0.5034032233,0.4814369266,0.0676505682,0.7062275074,0.2196682835,0.017446409,46173,29.811133925
"Grand Junction, CO",36.6,147509,0.4972306775,0.5737030014,0.0578674046,0.9217403684,0.0071860022,0.0061284396,48610,32.6013020488
"Dothan, AL",38.7,147165,0.480868413,0.529830337,0.0515418842,0.7288825468,0.2333571162,0.0079638501,40515,32.9798625754
"Harrisonburg, VA",32,128166,0.4788867562,0.5796048063,0.0391578587,0.9074559556,0.0384735421,0.0182185603,48518,24.3414241546
"Idaho Falls, ID",31.8,136057,0.4982323585,0.6084851232,0.0399839281,0.9128086023,0.0049391064,0.0058357894,50987,36.2478677748
"Eureka-Arcata-Fortuna, CA",36.5,134876,0.5007043507,0.5277376649,0.0673776359,0.8199753848,0.0130119517,0.0226652629,42153,38.6976186657
"Jackson, MI",38.8,159927,0.511921064,0.5075549665,0.0676360518,0.8759996749,0.0848011905,0.0065780012,45452,47.6661545553
"Florence-Muscle Shoals, AL",40.1,147271,0.4808618126,0.5115929816,0.0483909993,0.8423314841,0.1218162435,0.0063352595,41919,37.9939478686
"Jackson, TN",36.1,130233,0.4741348199,0.5346663958,0.0634510646,0.6583277664,0.308055562,0.0088610414,41346,35.0854608394
"Ottawa-Peru, IL",40.6,152954,0.4973913726,0.5730506759,0.0679977797,0.948762373,0.0170966434,0.0063483139,50985,28.9833038644
"Rapid City, SD",36.1,139040,0.5060414269,0.6336780452,0.0326988194,0.8515031646,0.0128596087,0.0097885501,51041,42.9815553608
"Juneau, AK",37.4,32200,0.5150621118,0.6721546448,0.0399395677,0.6944720497,0.0119254658,0.0605900621,84750,12.2618284702
"Sebastian-Vero Beach, FL",48.3,140918,0.4811947374,0.4454684322,0.0700390747,0.8634099263,0.0903717055,0.0117444187,44645,43.2891486415
"Coeur d'Alene, ID",37.8,142783,0.4935531541,0.561459867,0.0590193191,0.9459599532,0.0033617447,0.011317874,49292,36.6686322284
"Bismarck, ND",35.6,120688,0.497207676,0.6933907986,0.0237567211,0.898258319,0.0073743868,0.0047726369,62375,34.3559977346
"Jefferson City, MO",37,150440,0.5106421165,0.5810899979,0.0334182502,0.8812549854,0.0738899229,0.0081161925,51025,57.6629026551
"Logan, UT-ID",25.7,128807,0.4989790928,0.6395199687,0.043459356,0.9136692882,0.0061176799,0.0202473468,49915,38.6844284934
"Tupelo, MS",35.3,138377,0.4823850784,0.5516951291,0.0453343055,0.7550459975,0.2112562059,0.0062799454,41701,42.0449690365
"Sumter, SC",33.3,107782,0.4816110297,0.4908771762,0.0792515463,0.4894323728,0.4647807612,0.0128314561,40662,39.4108281884
"Moses Lake, WA",31.8,91458,0.5074679088,0.5639842482,0.0728671917,0.7035360493,0.009053336,0.0105622253,46772,18.8862891076
"Traverse City, MI",42.7,145374,0.4945794984,0.5618969912,0.0523371718,0.9477072929,0.0108685184,0.0060602309,50817,42.0229812148
"Battle Creek, MI",38.4,135150,0.4886200518,0.5289757789,0.0695400048,0.8289530152,0.1089234184,0.0186681465,43199,51.6613117093
"Wenatchee, WA",37.1,112847,0.500279139,0.5725390674,0.0548029768,0.8435315073,0.0035800686,0.0086488786,51547,34.1132206774
"Bangor, ME",39.4,153627,0.4932075742,0.5685504685,0.0491780201,0.9519745878,0.0077720713,0.0100958816,44543,42.691412705
"Watertown-Fort Drum, NY",30.7,118885,0.5174328132,0.4846158878,0.0615691576,0.8658114985,0.0519577743,0.0146696387,48613,34.6733912019
"La Crosse-Onalaska, WI-MN",35.5,135329,0.491845798,0.6489542934,0.0387473268,0.9237192324,0.0129018909,0.0379371753,51160,34.8282795652
"Springfield, OH",40,137303,0.4839515524,0.5349152046,0.0650280822,0.8624866172,0.0854096414,0.0072685957,43011,25.6530416554
"Sherman-Denison, TX",38.1,121975,0.4873621644,0.5531183823,0.0552983432,0.8599057184,0.0579544989,0.0097724944,47631,28.4226635103
"Lawrence, KS",28,113703,0.4993271945,0.649295939,0.0468383578,0.8447182572,0.039251383,0.04193381,50732,42.0611126186
"Hammond, LA",32.9,124125,0.4851077543,0.5416329663,0.0771687509,0.6709607251,0.2993917422,0.0071460222,40721,46.1169983787
"Brunswick, GA",39.8,113572,0.4752755961,0.5313380949,0.0683922582,0.7022681647,0.2325221005,0.0111383087,44055,27.150062582
"Kankakee, IL",36.1,112682,0.4906551179,0.5641790706,0.0660623525,0.7966223532,0.147317229,0.0108269289,51000,22.3558574907
"Hinesville, GA",27.2,80456,0.4995649796,0.483569752,0.0785964554,0.5070597594,0.3765039276,0.0165059163,44133,25.3122194664
"Pittsfield, MA",44.1,130064,0.4818704638,0.5699070594,0.0593572987,0.9196472506,0.0280015992,0.0137701439,49737,34.8024605887
"Dalton, GA",34.3,142548,0.4946895081,0.5551054384,0.0741490936,0.895964868,0.0329222437,0.0094424334,38818,45.2267444267
"Winchester, VA-WV",38.6,131082,0.5003432966,0.5900596039,0.0451547779,0.8999710105,0.0523336537,0.0138081506,51872,32.6406426581
"San Angelo, TX",31.9,115142,0.4928349343,0.5604506844,0.0348356146,0.8626652308,0.0415660662,0.0119504612,45258,30.8390916533
"Wausau, WI",38.9,134886,0.5026392658,0.6539857281,0.04750429,0.9164998591,0.0067612651,0.0532894444,53779,42.6044863277
"Tahlequah, OK",33.6,47860,0.4930631007,0.5038994572,0.0448701059,0.5312996239,0.0117634768,0.0067070623,37230,17.9699336619
"Anniston-Oxford-Jacksonville, AL",37,117186,0.481951769,0.4942896787,0.0774575728,0.7520096257,0.2081818647,0.0080129026,40919,41.5423914687
"Oak Harbor, WA",41.4,78951,0.4976757736,0.4902432628,0.0528792016,0.8517561526,0.0251295107,0.0443819584,59107,26.27964816
"Homosassa Springs, FL",54,139771,0.4829113335,0.3608290753,0.0590489534,0.9312446788,0.0306859077,0.0157829593,38109,34.6948221108
"Morgantown, WV",31.7,134052,0.5167397726,0.5468092935,0.0383988646,0.9179497508,0.0344269388,0.0246396921,46028,29.9119047826
"Decatur, IL",39.1,109833,0.4790727741,0.5540694365,0.0746044394,0.7900175721,0.1515482596,0.0121821311,46696,35.6188121043
"Wheeling, WV-OH",41.4,146465,0.4955040453,0.5239197404,0.0440011202,0.9450448913,0.0320008193,0.0055576418,41919,33.2206040886
"Johnstown, PA",42.3,140835,0.4934781837,0.5046507042,0.0487016605,0.9387226187,0.0349842014,0.0051904711,42304,48.7738819768
"Pottsville, PA",41.8,147146,0.5090590298,0.5223012122,0.0521471132,0.9442050752,0.0282440569,0.0058377394,45020,31.9687550995
"Glens Falls, NY",42.6,128298,0.5019018223,0.567876908,0.0509772125,0.953335204,0.0202575254,0.0075761119,54112,32.034701252
"Grants, NM",35.1,27392,0.5045998832,0.4529890542,0.0850874731,0.4489997079,0.0086156542,0.0071553738,36279,5.641342537
"Muskogee, OK",36.6,70519,0.4894992839,0.502239866,0.0472921295,0.6123314284,0.109488223,0.0069343014,40133,17.5302125734
"Cheyenne, WY",35.6,94412,0.4998728975,0.6183775057,0.033472353,0.8736813117,0.0289158158,0.0112379782,58324,31.4079090222
"Staunton-Waynesboro, VA",41.7,119016,0.4861531223,0.565987627,0.0348338086,0.8887376487,0.0708560194,0.007183908,49262,24.4547844635
"Jonesboro, AR",33,124194,0.4886628984,0.5554075955,0.0534927173,0.8386959112,0.1248611044,0.009517368,40358,25.5618122757
"Gettysburg, PA",41.4,101566,0.4926254849,0.610831843,0.0389216492,0.9238820078,0.015024713,0.0069905283,60068,38.1429732916
"Albany, OR",38.4,118270,0.4955187283,0.5145387486,0.0648239482,0.9241735013,0.0047349286,0.0115244779,44965,23.5477545554
"Jamestown-Dunkirk-Fredonia, NY",39.6,133556,0.4945715655,0.5340685418,0.0493460385,0.9311150379,0.0254499985,0.006416784,42720,27.8862186436
"Muncie, IN",33.6,117441,0.4793555913,0.5237660526,0.0673286013,0.8896467162,0.0536439574,0.0118272154,37900,45.0709516801
"Orangeburg, SC",36.4,91262,0.4711709145,0.4637599561,0.0713265586,0.3442506191,0.621233372,0.0100260788,33615,27.4826013711
"Carbondale-Marion, IL",33.9,126933,0.4980501524,0.5246402052,0.0512516267,0.8557900625,0.0908432007,0.0200341913,39227,38.8036379018
"Victoria, TX",35.6,96312,0.4892121439,0.5911744575,0.0434969333,0.8380783288,0.062162555,0.0114938948,50549,23.3863774768
"Pinehurst-Southern Pines, NC",42.7,90579,0.4792501573,0.4815384825,0.0490718167,0.8278740105,0.1232073659,0.0099360779,50393,32.0802332589
"Truckee-Grass Valley, CA",47.3,98606,0.495020587,0.5036762047,0.0601812791,0.9262620936,0.0036306107,0.0149686632,56949,22.4906548835
"Ocean City, NJ",45.8,96286,0.4876825291,0.5303476942,0.0603623716,0.908699084,0.0455829508,0.0111334981,57394,29.1482867727
"Shawnee, OK",36.5,70700,0.4777510608,0.5377454361,0.0394149457,0.7620226308,0.0271570014,0.0061810467,44250,18.8584749152
"San Germán, PR",38.7,135240,0.4816104703,0.2900095217,0.0469493884,0.883606921,0.0291777581,3.69713102632357E-005,15389,40.293388324
"Longview, WA",40,102072,0.4949349479,0.488178661,0.0761558711,0.909025002,0.0057214515,0.0143232228,46571,36.4528648545
"Meridian, MS",36.3,107080,0.4823683227,0.501262897,0.0625968022,0.5431733284,0.4282592454,0.0055379156,35235,34.4126041478
"Holland, MI",39.1,112266,0.4980136462,0.5777986657,0.0482358605,0.9461279461,0.0139401065,0.0072684517,52472,36.0184144629
"Owensboro, KY",37.8,115795,0.4872835615,0.5607485922,0.0410179971,0.9260330757,0.040036271,0.0070555723,45639,33.8313156699
"Corvallis, OR",30.6,86034,0.5023362857,0.5426048203,0.0514566159,0.879373271,0.0099611781,0.0603249878,49338,29.4116086122
"St. Joseph, MO-KS",36.8,127637,0.512829352,0.5672212473,0.0496671536,0.8989321278,0.0495781004,0.0072941232,46145,32.7556360927
"Sheboygan, WI",39.4,115168,0.5028306474,0.6406992976,0.0464162631,0.9054858989,0.0149347041,0.0481644207,53029,33.4374298552
"Altoona, PA",40.6,126708,0.4876487672,0.5574052924,0.040205966,0.961541497,0.0161079016,0.0080184361,43871,48.5349048112
"Wilson, NC",38,81499,0.4748401821,0.5296469853,0.0747578882,0.5107424631,0.3857347943,0.0086504129,39332,18.4394126932
"Beckley, WV",40,124536,0.5000481788,0.442652842,0.0379653266,0.9017954648,0.0707907754,0.0074115115,38606,27.6883542034
"Rome, GA",36.9,96146,0.483566659,0.5107661492,0.0705268429,0.7777962682,0.1454558692,0.0131882762,41046,31.8483495697
"Augusta-Waterville, ME",42.6,121507,0.4848774145,0.5758510521,0.0529710457,0.9617799798,0.0077444098,0.008048919,46559,37.8758976309
"Williamsport, PA",39.1,116676,0.4907007439,0.5621493175,0.0524558245,0.9217919709,0.0473276424,0.0058881004,45877,23.6629519617
"Wooster, OH",37.4,114978,0.4935987754,0.5977319703,0.0381542931,0.9557393588,0.0166379655,0.008697316,49244,41.6234089451
"Manhattan, KS",25.3,96816,0.5217732606,0.5679351979,0.0297773702,0.8614588498,0.0524603371,0.0372562386,48097,31.4823248363
"Cleveland, TN",38.4,117719,0.4884598068,0.5258710376,0.0672094949,0.9266133759,0.0389147037,0.0086731963,41301,27.2687173329
"Danville, VA",42.2,105659,0.4774983674,0.5119075333,0.0618307105,0.6371629487,0.3227458144,0.0070131271,38133,26.4202676546
"Ogdensburg-Massena, NY",35.8,112015,0.5076730795,0.4922153463,0.0596531893,0.9332053743,0.0219434897,0.0108289068,44454,24.756189911
"Mansfield, OH",39,122813,0.50694959,0.5083541893,0.0552420131,0.8715282584,0.0848932931,0.0062696946,42042,36.2780836752
"Weirton-Steubenville, WV-OH",43.4,122666,0.4846412209,0.504301403,0.0476054704,0.9371953108,0.0407040256,0.0035380627,40973,28.0799348653
"London, KY",37,126949,0.4886844323,0.4380362441,0.0678574292,0.9718075763,0.0101930697,0.0035841165,32354,43.6202031671
