StoreID,Campaign,Sales
174,Version Zero,3946.28
175,Version Zero,4425.35
176,Version Zero,3646.65
177,Version Zero,4002.01
178,Version Zero,3340.48
179,Version Zero,3072.36
180,Version Zero,3532.23
181,Version Zero,3696.19
182,Version Zero,4395.48
183,Version Zero,4887.65
184,Version Zero,3876.17
185,Version Zero,3647.73
186,Version Zero,3037.06
187,Version Zero,3916.77
188,Version Zero,3131.32
189,Version Zero,3087.01
190,Version Zero,3403.72
191,Version Zero,3103.38
192,Version Zero,3941.2
193,Version Zero,3694.23
194,Version Zero,2344.68
195,Version Zero,3379.76
196,Version Zero,3400.75
197,Version Zero,2261.47
198,Version Zero,3059.66
199,Version Zero,4241.83
200,Version Zero,2892.33
1,Version A,3087.96
2,Version C,3538.81
3,Version C,4301.94
4,Version C,4527.51
5,Version C,3626.52
6,Version C,2970.72
7,Version B,3533.66
8,Version A,4019.01
9,Version B,2219.2
10,Version A,3017.84
12,Version A,2150.37
13,Version A,3893.54
14,Version B,3606.35
15,Version A,3108.43
16,Version A,2837.28
17,Version A,3035.3
18,Version A,2566.59
19,Version B,2005.58
20,Version A,4018.63
21,Version C,3766.87
22,Version A,2757.8
23,Version A,3146.56
24,Version A,3985.83
25,Version A,3506.52
26,Version A,2189.95
27,Version A,3093.13
28,Version C,4000.13
29,Version A,4269.91
30,Version B,2793.55
31,Version B,4262.7
32,Version B,4097.03
33,Version C,3759.27
34,Version C,2696.02
35,Version C,4139.4
36,Version B,3710.78
37,Version B,4225.42
38,Version C,3314.13
39,Version C,4096.38
40,Version C,4099.35
41,Version C,3018.62
42,Version B,4794.64
43,Version C,3948.98
44,Version B,3574.69
45,Version B,3445.8
46,Version C,3346.31
47,Version C,3720.3
48,Version A,3292.74
49,Version C,2583.25
50,Version B,4365.27
51,Version C,3390.91
52,Version C,3105.19
53,Version B,4325.35
54,Version B,2867.16
55,Version B,3730.91
56,Version A,4425.96
57,Version B,4172.53
58,Version C,4258.82
59,Version B,2960.63
60,Version A,3383.56
61,Version B,2680.22
62,Version C,3844.1
63,Version C,4468.08
64,Version B,4067.59
65,Version A,3422.93
66,Version B,5255.6
67,Version B,3784.96
68,Version B,3993.12
69,Version B,3948.61
70,Version B,3646.14
71,Version C,3991.32
72,Version B,2890.44
73,Version A,3998.42
74,Version B,3537.77
75,Version B,4015.99
76,Version C,3329.14
77,Version A,5015.05
78,Version C,3228.88
79,Version B,4016.47
80,Version C,3343.54
81,Version B,3848.32
82,Version B,4151.91
83,Version B,4888.82
84,Version B,5331.96
85,Version B,3986.04
86,Version C,2917.17
87,Version A,4006.4
88,Version A,3363.15
89,Version C,3845.88
90,Version B,4033.94
91,Version A,3752.65
92,Version C,3102.8
93,Version B,4589.37
94,Version C,3963.56
95,Version B,3328.98
96,Version B,3819.37
97,Version B,3708.35
98,Version C,3387.09
99,Version A,3486.99
100,Version Zero,2642.36
101,Version Zero,2332.82
102,Version Zero,2714.39
103,Version Zero,1951.09
104,Version Zero,3595.34
105,Version Zero,2242.65
106,Version Zero,3352.33
107,Version Zero,2941.52
108,Version Zero,3046.76
109,Version Zero,3314.07
110,Version Zero,2729.21
111,Version Zero,3106.07
112,Version Zero,2957.51
113,Version Zero,2411.79
114,Version Zero,3342.77
115,Version Zero,3987.11
116,Version Zero,2562.25
117,Version Zero,2598.84
118,Version Zero,1842.65
119,Version Zero,2691.86
120,Version Zero,2528.05
121,Version Zero,1669.28
122,Version Zero,2441.25
123,Version Zero,2610.76
124,Version Zero,2828.05
125,Version Zero,3138.46
126,Version Zero,4104.46
127,Version Zero,3412.59
128,Version Zero,2028.29
129,Version Zero,1935.14
130,Version Zero,3551.54
131,Version Zero,3886.07
132,Version Zero,2588.89
133,Version Zero,3664.15
134,Version Zero,2070.44
135,Version Zero,3310.85
136,Version Zero,3558.88
137,Version Zero,3687.45
138,Version Zero,3667.42
139,Version Zero,2959.4
140,Version Zero,2551.31
141,Version Zero,2269.83
142,Version Zero,2009.86
143,Version Zero,2955.17
144,Version Zero,3160.87
145,Version Zero,2633.43
146,Version Zero,2629.87
147,Version Zero,3660.67
148,Version Zero,2998.57
149,Version Zero,2711.62
150,Version Zero,2216.55
151,Version Zero,2135.99
152,Version Zero,2912.26
153,Version Zero,2439.67
154,Version Zero,3076.83
155,Version Zero,3351
156,Version Zero,2679.37
157,Version Zero,2873.97
158,Version Zero,2386.84
159,Version Zero,3479.35
160,Version Zero,3483.7
161,Version Zero,2617.68
162,Version Zero,2659.16
163,Version Zero,2964.56
164,Version Zero,2146.63
165,Version Zero,2633.75
166,Version Zero,2775.89
167,Version Zero,3645.96
168,Version Zero,3858.65
169,Version Zero,4542.8
170,Version Zero,2839.3
171,Version Zero,4779.03
172,Version Zero,4137.9
173,Version Zero,3213.74
174,Version Zero,3793.31
175,Version Zero,3099
176,Version Zero,4397.06
177,Version Zero,4973.16
178,Version Zero,4107.35
179,Version Zero,2972.35
180,Version Zero,3327.09
181,Version Zero,4325.19
182,Version Zero,4485.18
183,Version Zero,4560.13
184,Version Zero,3148.87
185,Version Zero,3965.91
186,Version Zero,2858.65
187,Version Zero,3686.67
188,Version Zero,3258.22
189,Version Zero,3128.87
190,Version Zero,2558.14
191,Version Zero,2243.25
192,Version Zero,2776.44
193,Version Zero,2472.49
194,Version Zero,2610.03
195,Version Zero,3056.7
196,Version Zero,2961.35
197,Version Zero,2976.99
198,Version Zero,2694.89
199,Version Zero,3165.74
200,Version Zero,3507.71
1,Version A,2000.43
2,Version C,4143.95
3,Version C,3544.04
4,Version C,4769.83
5,Version C,3875.69
6,Version C,3031.36
7,Version B,4332.46
8,Version A,2538.33
9,Version B,2382.65
10,Version A,2170.7
12,Version A,1793.49
13,Version A,3131.82
14,Version B,3459.12
15,Version A,1583.08
16,Version A,3241.65
17,Version A,3254.74
18,Version A,2155.53
19,Version B,2052.09
20,Version A,3652.69
21,Version C,2289.75
22,Version A,2567.18
23,Version A,3166.43
24,Version A,3335.65
25,Version A,2668.48
26,Version A,1745.6
27,Version A,2211.01
28,Version C,3411.34
29,Version A,4708.42
30,Version B,2667.26
31,Version B,3067.74
32,Version B,2618.79
33,Version C,2640.7
34,Version C,2316.81
35,Version C,3322.52
36,Version B,4228.35
37,Version B,3932.73
38,Version C,3131.12
39,Version C,3302.68
40,Version C,3157.74
41,Version C,4010.8
42,Version B,4346.34
43,Version C,3005.96
44,Version B,3727.74
45,Version B,3258.45
46,Version C,3317.46
47,Version C,4118.05
48,Version A,2918.99
49,Version C,2322.73
50,Version B,2701.29
51,Version C,3629.01
52,Version C,3147.96
53,Version B,4567.59
54,Version B,2761.62
55,Version B,3442.42
56,Version A,3784
57,Version B,4927.37
58,Version C,3024.22
59,Version B,3204.34
60,Version A,3278.44
61,Version B,2620.97
62,Version C,3927.25
63,Version C,3400.37
64,Version B,4273.47
65,Version A,3296.12
66,Version B,4452.8
67,Version B,4985.26
68,Version B,2765.31
69,Version B,4627.93
70,Version B,3659.2
71,Version C,2582.16
72,Version B,3241.18
73,Version A,3711.21
74,Version B,3483.58
75,Version B,3384.57
76,Version C,3505.46
77,Version A,3655.05
78,Version C,3785.8
79,Version B,2769.3
80,Version C,3136
81,Version B,4032.18
82,Version B,3385.01
83,Version B,3684.71
84,Version B,3150.23
85,Version B,3161.65
86,Version C,3765.84
87,Version A,3551.64
88,Version A,3082.07
89,Version C,3255.33
90,Version B,3580.39
91,Version A,3938.52
92,Version C,3619.12
93,Version B,3605.07
94,Version C,3802.44
95,Version B,3504.2
96,Version B,3638.51
97,Version B,2914.42
98,Version C,3733.35
99,Version A,2765.54
100,Version Zero,3541.79
101,Version Zero,2360.95
102,Version Zero,3392.74
103,Version Zero,2929.59
104,Version Zero,3083.35
105,Version Zero,2252.23
106,Version Zero,3340.77
107,Version Zero,3100.46
108,Version Zero,1916.93
109,Version Zero,3674.22
110,Version Zero,3379.95
111,Version Zero,1700.02
112,Version Zero,2006.52
113,Version Zero,3103.29
114,Version Zero,2071.53
115,Version Zero,3670.77
116,Version Zero,2049.51
117,Version Zero,2886.2
118,Version Zero,2799.03
119,Version Zero,2344.91
120,Version Zero,2500.12
121,Version Zero,2841.03
122,Version Zero,2623.11
123,Version Zero,3447.58
124,Version Zero,2152.18
125,Version Zero,3765.24
126,Version Zero,3346.73
127,Version Zero,2299.8
128,Version Zero,1816.53
129,Version Zero,3237.88
130,Version Zero,2221.7
131,Version Zero,2912.67
132,Version Zero,2128.29
133,Version Zero,2531.26
134,Version Zero,2868.5
135,Version Zero,1868.02
136,Version Zero,2922.34
137,Version Zero,3860.38
138,Version Zero,3865.91
139,Version Zero,1795.58
140,Version Zero,2178.54
141,Version Zero,2471.65
142,Version Zero,2992.51
143,Version Zero,2153.49
144,Version Zero,2296.09
145,Version Zero,2677.42
146,Version Zero,1876.53
147,Version Zero,2321.1
148,Version Zero,2664.41
149,Version Zero,2830.54
150,Version Zero,2290.91
151,Version Zero,2257.6
152,Version Zero,2742.56
153,Version Zero,2351.99
154,Version Zero,2168.12
155,Version Zero,3455.24
156,Version Zero,2582.75
157,Version Zero,1947.55
158,Version Zero,3140.22
159,Version Zero,2236.61
160,Version Zero,2370.16
161,Version Zero,2554.74
162,Version Zero,2930.57
163,Version Zero,2038.72
164,Version Zero,3002.13
165,Version Zero,2970.47
166,Version Zero,2779.14
167,Version Zero,4019.79
168,Version Zero,4348.06
169,Version Zero,3720.89
170,Version Zero,3254.39
171,Version Zero,3713.18
172,Version Zero,3738.47
173,Version Zero,2934.85
174,Version Zero,3702.9
175,Version Zero,3524.12
176,Version Zero,4011.93
177,Version Zero,3411.75
178,Version Zero,2636.55
179,Version Zero,3186.91
180,Version Zero,3455.7
181,Version Zero,3090.18
182,Version Zero,3743.34
183,Version Zero,3978.64
184,Version Zero,2826.63
185,Version Zero,4655.39
186,Version Zero,3678.67
187,Version Zero,3302.19
188,Version Zero,2967.95
189,Version Zero,3200.29
190,Version Zero,3201.89
191,Version Zero,3351.07
192,Version Zero,2281.84
193,Version Zero,2175.22
194,Version Zero,2590.17
195,Version Zero,2715.12
196,Version Zero,2551.29
197,Version Zero,3099.75
198,Version Zero,2721.47
199,Version Zero,3072.15
200,Version Zero,2605.25
1,Version A,2990.34
2,Version C,2804.69
3,Version C,3466.96
4,Version C,4250.37
5,Version C,3496.45
6,Version C,2236.01
7,Version B,2451.59
8,Version A,3813.57
9,Version B,2278.06
10,Version A,2550.16
12,Version A,2261.22
13,Version A,3633.73
14,Version B,3207.27
15,Version A,1956.69
16,Version A,1710.16
17,Version A,3098.37
18,Version A,2162.29
19,Version B,2763.19
20,Version A,3339.38
21,Version C,1956.07
22,Version A,2718.16
23,Version A,2657.16
24,Version A,2891.21
25,Version A,2437.54
26,Version A,1545.2
27,Version A,3417.08
28,Version C,2050.34
29,Version A,3397.69
30,Version B,3159.37
31,Version B,2953.49
32,Version B,2669.91
33,Version C,2799.63
34,Version C,2905.59
35,Version C,2276.24
36,Version B,2563.56
37,Version B,3906.25
38,Version C,3172.44
39,Version C,2695.47
40,Version C,3142.19
41,Version C,3212.66
42,Version B,4185.63
43,Version C,4019.79
44,Version B,3734.1
45,Version B,3115.05
46,Version C,2440.46
47,Version C,2262.43
48,Version A,3163.98
49,Version C,2116.15
50,Version B,3641.11
51,Version C,3027.22
52,Version C,2072.9
53,Version B,2677.66
54,Version B,2899.41
55,Version B,3555.74
56,Version A,2370.02
57,Version B,3448.39
58,Version C,4241.05
59,Version B,2347.18
60,Version A,3739.15
61,Version B,2552.45
62,Version C,2708.59
63,Version C,3474.6
64,Version B,3420.75
65,Version A,3614.05
66,Version B,4529.42
67,Version B,4370.16
68,Version B,2761.83
69,Version B,3406.56
70,Version B,3224.39
71,Version C,2860.69
72,Version B,2893.76
73,Version A,3592.78
74,Version B,3127.22
75,Version B,2958.3
76,Version C,1934.83
77,Version A,3302.3
78,Version C,3749.4
79,Version B,2488.43
80,Version C,2829.24
81,Version B,2432.46
82,Version B,3638.14
83,Version B,3183.46
84,Version B,4283.85
85,Version B,2307.04
86,Version C,2982.48
87,Version A,3358.87
88,Version A,4179.99
89,Version C,3254.49
90,Version B,2727.85
91,Version A,3561.65
92,Version C,2836.82
93,Version B,3308.77
94,Version C,3597.91
95,Version B,3858.32
96,Version B,2304.85
97,Version B,2883.1
98,Version C,3692.05
99,Version A,2703.18
100,Version Zero,2266.64
101,Version Zero,3142.32
102,Version Zero,3212.99
103,Version Zero,1530.7
104,Version Zero,3167.65
105,Version Zero,2797.56
106,Version Zero,2755.02
107,Version Zero,3057.93
108,Version Zero,2037.85
109,Version Zero,2160.23
110,Version Zero,1841.39
111,Version Zero,2047.37
112,Version Zero,2775.5
113,Version Zero,2834.35
114,Version Zero,2619.68
115,Version Zero,3254.15
116,Version Zero,2998.79
117,Version Zero,2726.57
118,Version Zero,2523.45
119,Version Zero,2844.35
120,Version Zero,2513.22
121,Version Zero,2019.52
122,Version Zero,2529.51
123,Version Zero,2829.18
124,Version Zero,2358.52
125,Version Zero,3358.7
126,Version Zero,3333.88
127,Version Zero,2133.3
128,Version Zero,1714.84
129,Version Zero,2911.4
130,Version Zero,3167.58
131,Version Zero,3784.35
132,Version Zero,2798.4
133,Version Zero,2562.6
134,Version Zero,1965.57
135,Version Zero,3150.82
136,Version Zero,2114.81
137,Version Zero,2536.41
138,Version Zero,2612.62
139,Version Zero,2402.09
140,Version Zero,1844.25
141,Version Zero,1686.43
142,Version Zero,2163.16
143,Version Zero,2601.22
144,Version Zero,1580.97
145,Version Zero,2809.92
146,Version Zero,2007.77
147,Version Zero,2055.64
148,Version Zero,1820.08
149,Version Zero,2200.63
150,Version Zero,1780.88
151,Version Zero,2858.72
152,Version Zero,2600.6
153,Version Zero,2409.49
154,Version Zero,2514.15
155,Version Zero,3135
156,Version Zero,1906.29
157,Version Zero,3388.12
158,Version Zero,3019.89
159,Version Zero,3704.08
160,Version Zero,3685.08
161,Version Zero,1871.09
162,Version Zero,1895.05
163,Version Zero,2314.1
164,Version Zero,2341.29
165,Version Zero,2653.32
166,Version Zero,2306.92
167,Version Zero,3042.5
168,Version Zero,3039.32
169,Version Zero,4032.12
170,Version Zero,2847.09
171,Version Zero,3323.18
172,Version Zero,3499.69
173,Version Zero,3237.52
174,Version Zero,2580.54
175,Version Zero,2781.69
176,Version Zero,3185.02
177,Version Zero,3797.69
178,Version Zero,2514.32
179,Version Zero,2757.07
180,Version Zero,2597.74
181,Version Zero,2792
182,Version Zero,3312.3
183,Version Zero,2964.51
184,Version Zero,2995.94
185,Version Zero,3615.03
186,Version Zero,2216.32
187,Version Zero,2203.89
188,Version Zero,2743.29
189,Version Zero,2655.46
190,Version Zero,1767.1
191,Version Zero,3264.11
192,Version Zero,1920.2
193,Version Zero,2716.41
194,Version Zero,2755.94
195,Version Zero,1983.97
196,Version Zero,2431.12
197,Version Zero,3091.88
198,Version Zero,2812.06
199,Version Zero,2838.56
200,Version Zero,2992.63
1,Version A,1977.73
2,Version C,2950.4
3,Version C,2392.32
4,Version C,3296.68
5,Version C,3399.66
6,Version C,2432.72
7,Version B,3302.79
8,Version A,2662.68
9,Version B,1478.34
10,Version A,3109.91
12,Version A,2030.3
13,Version A,3535.76
14,Version B,1737.19
15,Version A,1551.04
16,Version A,2027.84
17,Version A,3237.03
18,Version A,1573.59
19,Version B,1995.71
20,Version A,2895.89
21,Version C,2797.16
22,Version A,1930.49
23,Version A,2110.15
24,Version A,3688.31
25,Version A,2759.31
26,Version A,2612.58
27,Version A,1960.06
28,Version C,2410.03
29,Version A,3727.03
30,Version B,2724.74
31,Version B,3652.21
32,Version B,3316.86
33,Version C,1860.29
34,Version C,3019.86
35,Version C,2785.11
36,Version B,3431.8
37,Version B,3528.79
38,Version C,3324.55
39,Version C,2448.95
40,Version C,3214.29
41,Version C,2787.49
42,Version B,3986.41
43,Version C,3445.31
44,Version B,3686.85
45,Version B,2671.42
46,Version C,1895.76
47,Version C,2304.79
48,Version A,1815.28
49,Version C,2966.87
50,Version B,2978.79
51,Version C,2899.71
52,Version C,2047.94
53,Version B,3939.8
54,Version B,2567.81
55,Version B,3480.93
56,Version A,3073.36
57,Version B,3896.53
58,Version C,3523.74
59,Version B,1930.35
60,Version A,3992.86
61,Version B,1951.74
62,Version C,3101.48
63,Version C,2649.82
64,Version B,3649.6
65,Version A,2884.51
66,Version B,2802.21
67,Version B,4071.25
68,Version B,2417.07
69,Version B,3343.58
70,Version B,3060.67
71,Version C,2694.05
72,Version B,2136.88
73,Version A,3199.5
74,Version B,2377.25
75,Version B,2201.08
76,Version C,2167
77,Version A,3353.79
78,Version C,2562.28
79,Version B,2164.67
80,Version C,3243.73
81,Version B,2519.49
82,Version B,3422.56
83,Version B,2760.5
84,Version B,3508.85
85,Version B,2504.86
86,Version C,2016.46
87,Version A,3260.6
88,Version A,2834.56
89,Version C,2470.98
90,Version B,3333.34
91,Version A,2353.15
92,Version C,2655.81
93,Version B,3925.31
94,Version C,2723.63
95,Version B,2937.97
96,Version B,2952.43
97,Version B,3028.62
98,Version C,3638.48
99,Version A,2897.84
100,Version Zero,3159.28
101,Version Zero,1861.55
102,Version Zero,2235.72
103,Version Zero,1599.11
104,Version Zero,2975.87
105,Version Zero,2337.66
106,Version Zero,3144.25
107,Version Zero,1670.25
108,Version Zero,1749.35
109,Version Zero,2322.76
110,Version Zero,2974.71
111,Version Zero,1929.07
112,Version Zero,1431.41
113,Version Zero,2415.27
114,Version Zero,2391.05
115,Version Zero,2357.88
116,Version Zero,2522.9
117,Version Zero,1872.53
118,Version Zero,2754.35
119,Version Zero,2276.79
120,Version Zero,2776.84
121,Version Zero,2003.44
122,Version Zero,2357.39
123,Version Zero,3479.71
124,Version Zero,3319.96
125,Version Zero,3082.58
126,Version Zero,3369.43
127,Version Zero,2024.45
128,Version Zero,1735.03
129,Version Zero,2619.39
130,Version Zero,2422.31
131,Version Zero,3428.78
132,Version Zero,1845.63
133,Version Zero,1800.07
134,Version Zero,2878.72
135,Version Zero,2054.39
136,Version Zero,3185.32
137,Version Zero,2411.12
138,Version Zero,2771.36
139,Version Zero,2462.41
140,Version Zero,2586.65
141,Version Zero,1869.64
142,Version Zero,1480.32
143,Version Zero,1649.99
144,Version Zero,2393.5
145,Version Zero,2908.4
146,Version Zero,2436.6
147,Version Zero,2718.51
148,Version Zero,1833.13
149,Version Zero,1917.38
150,Version Zero,1454.01
151,Version Zero,2757.12
152,Version Zero,2207.33
153,Version Zero,1484.64
154,Version Zero,2609.35
155,Version Zero,2622.9
156,Version Zero,2058.79
157,Version Zero,1927.96
158,Version Zero,2470.02
159,Version Zero,2873.84
160,Version Zero,1789.77
161,Version Zero,1661.74
162,Version Zero,1372.15
163,Version Zero,2696.5
164,Version Zero,1513.32
165,Version Zero,2072.24
166,Version Zero,2101.2
167,Version Zero,3173.57
168,Version Zero,2958.56
169,Version Zero,2773.63
170,Version Zero,2079.03
171,Version Zero,3465.33
172,Version Zero,2936.49
173,Version Zero,3023.66
174,Version Zero,2660.94
175,Version Zero,2448.9
176,Version Zero,3704.77
177,Version Zero,2456.59
178,Version Zero,1929.23
179,Version Zero,3453.55
180,Version Zero,3772.55
181,Version Zero,3304.67
182,Version Zero,3115.97
183,Version Zero,2635.77
184,Version Zero,3035.66
185,Version Zero,3773.97
186,Version Zero,3069.08
187,Version Zero,2788.36
188,Version Zero,2679.41
189,Version Zero,2005.47
190,Version Zero,1948.15
191,Version Zero,2850.68
192,Version Zero,3046.13
193,Version Zero,2863.4
194,Version Zero,2088.72
195,Version Zero,2063.8
196,Version Zero,1951.22
197,Version Zero,2768.91
198,Version Zero,1662.67
199,Version Zero,1758.04
200,Version Zero,1999.3
1,Version A,3271.28
2,Version C,4062.99
3,Version C,2374.63
4,Version C,3607.91
5,Version C,3203.62
6,Version C,2117.26
7,Version B,3105.14
8,Version A,2205.2
9,Version B,2541.2
10,Version A,3041.89
12,Version A,2860.6
13,Version A,3558.33
14,Version B,2101.51
15,Version A,1563.3
16,Version A,2433.8
17,Version A,3196.05
18,Version A,2593.9
19,Version B,1545.86
20,Version A,3440.18
21,Version C,1920.64
22,Version A,2420.36
23,Version A,2709.57
24,Version A,1834.85
25,Version A,1724.21
26,Version A,2121.3
27,Version A,1707.18
28,Version C,2599.8
29,Version A,2840.8
30,Version B,3062.85
31,Version B,3000.82
32,Version B,3143.37
33,Version C,3021.5
34,Version C,2658.84
35,Version C,3003.95
36,Version B,3654.34
37,Version B,3018.59
38,Version C,3300.97
39,Version C,3627.9
40,Version C,2806.19
41,Version C,2287.16
42,Version B,2700.83
43,Version C,2988.94
44,Version B,2845.21
45,Version B,2435.92
46,Version C,3333.38
47,Version C,2511.63
48,Version A,3227.55
49,Version C,2227.17
50,Version B,3078.56
51,Version C,2607.62
52,Version C,3310.14
53,Version B,3179.01
54,Version B,2347.92
55,Version B,3392.92
56,Version A,2582.54
57,Version B,3366.93
58,Version C,4274.63
59,Version B,2521.72
60,Version A,3101.88
61,Version B,2589.93
62,Version C,3787.43
63,Version C,3645.04
64,Version B,3627.92
65,Version A,3257.03
66,Version B,3425.37
67,Version B,3461.99
68,Version B,3042.21
69,Version B,3662.34
70,Version B,3956.51
71,Version C,3414.63
72,Version B,2907.32
73,Version A,4323.08
74,Version B,3975.34
75,Version B,3213.45
76,Version C,2792.94
77,Version A,3181.24
78,Version C,3749.3
79,Version B,2992.19
80,Version C,3747.53
81,Version B,2861.65
82,Version B,3426.49
83,Version B,3333.4
84,Version B,3142.57
85,Version B,3332.1
86,Version C,3009.33
87,Version A,2901.02
88,Version A,4014.04
89,Version C,2860.62
90,Version B,2616.9
91,Version A,2746.3
92,Version C,2919.56
93,Version B,4196.48
94,Version C,2788.61
95,Version B,2832.7
96,Version B,3389.4
97,Version B,2609.7
98,Version C,3217.16
99,Version A,2568.83
100,Version Zero,3056.96
101,Version Zero,1603.24
102,Version Zero,2313.26
103,Version Zero,1482.44
104,Version Zero,2670.6
105,Version Zero,2144.09
106,Version Zero,1560.21
107,Version Zero,2579.65
108,Version Zero,2149.4
109,Version Zero,2602.85
110,Version Zero,3213.09
111,Version Zero,1496.98
112,Version Zero,1982.75
113,Version Zero,2650.11
114,Version Zero,2738.5
115,Version Zero,2136.67
116,Version Zero,2092.27
117,Version Zero,2892.97
118,Version Zero,2764.18
119,Version Zero,2276.94
120,Version Zero,1544.66
121,Version Zero,1852.4
122,Version Zero,2200.65
123,Version Zero,3021.35
124,Version Zero,2894.02
125,Version Zero,2304.04
126,Version Zero,2479.35
127,Version Zero,3400.98
128,Version Zero,1972.21
129,Version Zero,1902.37
130,Version Zero,2847.07
131,Version Zero,2785.77
132,Version Zero,2359.45
133,Version Zero,3441.32
134,Version Zero,3055.86
135,Version Zero,2577.21
136,Version Zero,2887.99
137,Version Zero,2698
138,Version Zero,1789.65
139,Version Zero,1968.99
140,Version Zero,2477.07
141,Version Zero,1738.84
142,Version Zero,2755.63
143,Version Zero,2531.56
144,Version Zero,2437.33
145,Version Zero,2968.54
146,Version Zero,2071.33
147,Version Zero,2453.98
148,Version Zero,1982.35
149,Version Zero,1839.96
150,Version Zero,1899.59
151,Version Zero,1635.11
152,Version Zero,1775.14
153,Version Zero,2292.78
154,Version Zero,2177.17
155,Version Zero,3395.31
156,Version Zero,1431.55
157,Version Zero,2320.8
158,Version Zero,3001.3
159,Version Zero,2814.37
160,Version Zero,3064.7
161,Version Zero,2532.05
162,Version Zero,1913.1
163,Version Zero,2711.92
164,Version Zero,1484.9
165,Version Zero,2313.27
166,Version Zero,2017.15
167,Version Zero,3999.88
168,Version Zero,3063.11
169,Version Zero,2892.5
170,Version Zero,3378.64
171,Version Zero,3968.56
172,Version Zero,2749.14
173,Version Zero,2281.14
174,Version Zero,3673.41
175,Version Zero,3949.71
176,Version Zero,4155.44
177,Version Zero,3400.67
178,Version Zero,3028.45
179,Version Zero,2314.78
180,Version Zero,2859.39
181,Version Zero,3025.5
182,Version Zero,3289.47
183,Version Zero,4301.15
184,Version Zero,3328.93
185,Version Zero,3783.86
186,Version Zero,3308.49
187,Version Zero,2139.04
188,Version Zero,2255.45
189,Version Zero,1740.34
190,Version Zero,2884.22
191,Version Zero,1512.89
192,Version Zero,3159.21
193,Version Zero,3368.79
194,Version Zero,1379.05
195,Version Zero,2062.66
196,Version Zero,1942.55
197,Version Zero,2685.75
198,Version Zero,2610.38
199,Version Zero,3241.33
200,Version Zero,2467.41
1,Version A,2779.54
2,Version C,4486.81
3,Version C,3014.38
4,Version C,4346.79
5,Version C,2782.24
6,Version C,2844.01
7,Version B,3823.53
8,Version A,2438.62
9,Version B,1521.84
10,Version A,2635.12
12,Version A,2756.9
13,Version A,3272.6
14,Version B,3058.53
15,Version A,1675.57
16,Version A,1802.66
17,Version A,3454.64
18,Version A,1637.27
19,Version B,2529.23
20,Version A,2296.25
21,Version C,2956.88
22,Version A,2055.63
23,Version A,1815.17
24,Version A,3278.61
25,Version A,2774.77
26,Version A,2776.57
27,Version A,3344.6
28,Version C,3069.44
29,Version A,4648.41
30,Version B,3042.48
31,Version B,3305.32
32,Version B,3981.66
33,Version C,3518.32
34,Version C,3552.23
35,Version C,3229.1
36,Version B,3486.17
37,Version B,4007.04
38,Version C,4004.81
39,Version C,4233.03
40,Version C,4324.57
41,Version C,4232.13
42,Version B,3786.08
43,Version C,4424.81
44,Version B,2998.22
45,Version B,3368.26
46,Version C,3069.46
47,Version C,3751.43
48,Version A,2418.7
49,Version C,2676.17
50,Version B,3794.73
51,Version C,3932.67
52,Version C,3552.28
53,Version B,3093.3
54,Version B,2622.47
55,Version B,4029.07
56,Version A,3160.96
57,Version B,5017.91
58,Version C,4506.53
59,Version B,3370.58
60,Version A,3893.13
61,Version B,3092.02
62,Version C,3651.79
63,Version C,3416.63
64,Version B,4518.05
65,Version A,3608.52
66,Version B,4559.69
67,Version B,4518.2
68,Version B,3023.92
69,Version B,5015.78
70,Version B,3550.4
71,Version C,3428.71
72,Version B,2933.87
73,Version A,4075.06
74,Version B,3138.23
75,Version B,3306.58
76,Version C,3631.94
77,Version A,3853.24
78,Version C,3642.72
79,Version B,3927
80,Version C,2884.55
81,Version B,3807.33
82,Version B,3318.78
83,Version B,4010.62
84,Version B,4848.17
85,Version B,2922.9
86,Version C,3809.12
87,Version A,3304.67
88,Version A,3794.05
89,Version C,3128.85
90,Version B,4136.57
91,Version A,2673.7
92,Version C,3359.19
93,Version B,5066.93
94,Version C,2928.13
95,Version B,3732.88
96,Version B,3069.96
97,Version B,3261.62
98,Version C,3655.23
99,Version A,3836.1
100,Version Zero,3324.92
101,Version Zero,1989.58
102,Version Zero,1930.87
103,Version Zero,1526.02
104,Version Zero,2138.36
105,Version Zero,2963.12
106,Version Zero,2526.6
107,Version Zero,2774.87
108,Version Zero,2892.64
109,Version Zero,2938.3
110,Version Zero,1921.37
111,Version Zero,2128.08
112,Version Zero,2195.21
113,Version Zero,2410.99
114,Version Zero,2873.69
115,Version Zero,3018.15
116,Version Zero,2676.65
117,Version Zero,2823.74
118,Version Zero,1957.62
119,Version Zero,2687.52
120,Version Zero,2995.45
121,Version Zero,1924.37
122,Version Zero,2218.35
123,Version Zero,3555.7
124,Version Zero,2493.91
125,Version Zero,2583.68
126,Version Zero,2098.43
127,Version Zero,1952.17
128,Version Zero,1616.75
129,Version Zero,2172.38
130,Version Zero,1811.35
131,Version Zero,2717.56
132,Version Zero,1818.78
133,Version Zero,3641.66
134,Version Zero,2451.36
135,Version Zero,2535
136,Version Zero,1773.12
137,Version Zero,1913.29
138,Version Zero,3341.54
139,Version Zero,2619.81
140,Version Zero,2165.08
141,Version Zero,3081.01
142,Version Zero,2225.87
143,Version Zero,2666.36
144,Version Zero,2711.02
145,Version Zero,2106.52
146,Version Zero,1450.8
